restaurantID,linkNumber,cityCode,restaurantName,restaurantRating,openingTime,closingTime,restaurantAddress,latitude,longitude,restaurantImage,city
r47,47,r,Cheesy Krysto,3.7/5 Stars,12:00 PM, 8:00 pm,"Rania Mall Food Court Bank Road Saddar Rawalpindi, 46000 Rawalpindi",33.5954474,73.0533107,https://images.deliveryhero.io/image/fd-pk/LH/y2w1-hero.jpg,Rawalpindi
r48,48,r,Lalazar Hotel and Murgh Pulao,3.3/5 Stars,12:00 PM, 11:00 pm,"Shop # 1, Rajgan Plaza, Sherzaman market, Tulsa Road lalazar, 46000 Rawalpindi",33.565494,73.04532105,https://images.deliveryhero.io/image/fd-pk/LH/d19x-hero.jpg,Rawalpindi
r49,49,r,Rooster Pizzeria,3.5/5 Stars,12:00 PM, 11:59 pm,"Dhoke Hassu,  Dhoke Hassu zb 188/E chota choke near al sattar medical store uc 6 rawalpindi, 63000 Rawalpindi",33.6263256,73.0307824,https://images.deliveryhero.io/image/fd-pk/LH/pnta-hero.jpg,Rawalpindi
r50,50,r,Biya's Cuisine,4.2/5 Stars,1:00 PM, 11:59 pm,"House no. 1291/1, Street no # 15, Abbas Street, Shalley Valley, Rawalpindi, 46000 Rawalpindi",33.59475563,73.01360922,https://images.deliveryhero.io/image/fd-pk/LH/hvr4-hero.jpg,Rawalpindi
r51,51,r,Chicken Base,3.8/5 Stars,3:00 PM, 3:15 pm,"Shop no 8, 9, 10 Ch Shareef Plaza, Misrial Road, Dhoke Syedan Chowk, Rawalpindi, 46000 Rawalpindi",33.5806572,73.0220967,https://images.deliveryhero.io/image/fd-pk/LH/w8ek-hero.jpg,Rawalpindi
r52,52,r,Rooftop Baithak Cafe,3.6/5 Stars,4:00 PM, 11:59 pm,"AHMED PLAZA, Range Road Ahmed Plaza Near farid family hospital., 43600 Rawalpindi",33.59812265,73.0229854,https://images.deliveryhero.io/image/fd-pk/LH/rm18-hero.jpg,Rawalpindi
r53,53,r,Pak-Kashmir Bakers,2.6/5 Stars,10:00 AM, 11:59 pm,"Agfshan colony, sadaat market road, Sadaat Market, Rawalpindi cantt, 46000 Rawalpindi",33.5943828,73.021829,https://images.deliveryhero.io/image/fd-pk/LH/i4yo-hero.jpg,Rawalpindi
r54,54,r,Kashmiri Kitchen,4.3/5 Stars,10:00 AM, 11:59 pm,"177/A, saidpur road new phagwari near commerce college, rawalpindi, 46000 Rawalpindi",33.632755,73.054369,https://images.deliveryhero.io/image/fd-pk/LH/n1aw-hero.jpg,Rawalpindi
r55,55,r,Brothers Food,3.8/5 Stars,3:00 PM, 11:59 pm,"pirwadai bokra road, awan chowk rawalpindi infront of jan super store rawalpindi, 46000 Rawalpindi",33.6289173,73.04010305,https://images.deliveryhero.io/image/fd-pk/LH/pjyt-hero.jpg,Rawalpindi
r56,56,r,Karachi BBQ,3.3/5 Stars,4:00 PM, 11:59 pm,"Ibrahim Nagar, Rawalpindi, Punjab 46000, 44000 Rawalpindi",33.6073274,73.05247835,https://images.deliveryhero.io/image/fd-pk/LH/obm9-hero.jpg,Rawalpindi
r57,57,r,Musa Restaurant,3/5 Stars,2:00 PM, 10:00 pm,"House no 875 street 20 near zulfiqar store Alama Iqbal colony tench bhatta Rawalpindi, 46000 Rawalpindi",33.5848937,73.0237401,https://images.deliveryhero.io/image/fd-pk/LH/ucza-hero.jpg,Rawalpindi
r59,59,r,Dough with the Flow- F-10,4.4/5 Stars,9:00 AM, 11:59 pm,"F-10 Markaz, D-Watson near Bakewell, 44000 Islamabad",33.69641444,73.01302093,https://images.deliveryhero.io/image/fd-pk/LH/m5og-hero.jpg,Rawalpindi
r60,60,r,Sufi Naan Center,4/5 Stars,9:00 AM, 9:30 pm,"Shop No. P-1269, Kartarpura Food Street, Rawalpindi, 46000 Rawalpindi",33.6230701,73.062496,https://images.deliveryhero.io/image/fd-pk/LH/h6jz-hero.jpg,Rawalpindi
r61,61,r,Gyro Home Chef,4.2/5 Stars,2:00 PM, 11:59 pm,", street no 14  Dhoke Banaras millat abbad Rawalpindi, 46000 Rawalpindi",33.59371975,73.0142123,https://images.deliveryhero.io/image/fd-pk/LH/l2v9-hero.jpg,Rawalpindi
r62,62,r,Khan Refreshment,4.2/5 Stars,1:00 PM, 11:59 pm,"Muhamdi Chwok near ghafoor bakers, 46000 Rawalpindi",33.6297126,73.0499983,https://images.deliveryhero.io/image/fd-pk/LH/j365-hero.jpg,Rawalpindi
r63,63,r,Albarkat Restaurant,4.2/5 Stars,9:00 AM, 11:59 pm,"Riaz Plaza, Near Bilal Masjid, Main Road Pirwadhai rawalpindi, 46060 Rawalpindi",33.63197305,73.03797185,https://images.deliveryhero.io/image/fd-pk/LH/t7od-hero.jpg,Rawalpindi
r65,65,r,Italian Pizza - Scheme 3,3.8/5 Stars,1:30 PM, 11:59 pm,"Shop No.1, Khawaja Tower, Imran Khan Avenue Scheme 3, Rawalpindi, 46000 Rawalpindi",33.5863845,73.0884478,https://images.deliveryhero.io/image/fd-pk/LH/m8qt-hero.jpg,Rawalpindi
r67,67,r,Ali Shah Food Point,5/5 Stars,1:00 PM, 11:59 pm,"Backside of Tehzeeb Bakers, Near Bank Al Habib, Saba Plaza Bank Road, rawalpindi, 46000 Rawalpindi",33.5976356,73.0487825,https://images.deliveryhero.io/image/fd-pk/LH/bqa0-hero.jpg,Rawalpindi
r68,68,r,Chaudhary Jee Food and Fries,3.4/5 Stars,3:30 PM, 11:00 pm,"House No 9, Street No 6-A, Hill View Lane, Adiala Road, Rawalpindi, 46000 Rawalpindi",33.5472293,73.05832265,https://images.deliveryhero.io/image/fd-pk/LH/w8qj-hero.jpg,Rawalpindi
r69,69,r,Zuchee's,3.1/5 Stars,12:00 AM, 2:00 am,"Shop# P 212 - P 215, Near Allied Bank, Main Jamia Masjid Road, Rawalpindi, 46000 Rawalpindi",33.6210275,73.0597679,https://images.deliveryhero.io/image/fd-pk/LH/i6oc-hero.jpg,Rawalpindi
r70,70,r,Reja's desi Corner,3.5/5 Stars,1:00 PM, 11:59 pm,"House no 134/11 babu muhallah saddar Rawalpindi, 46000 Rawalpindi",33.5995,73.0533889,https://images.deliveryhero.io/image/fd-pk/LH/p02d-hero.jpg,Rawalpindi
r71,71,r,Karachi Tikka House & Roll Paratha,4.3/5 Stars,4:00 PM, 11:59 pm,"Shop No. P-462, Mohallah Raja Kala Khan, Imambara Road, Pir Chouha Chowk,  Rawalpindi, 46000 Rawalpindi",33.6235411,73.0590491,https://images.deliveryhero.io/image/fd-pk/LH/c776-hero.jpg,Rawalpindi
r73,73,r,Sajjad Pakwan,4/5 Stars,12:00 PM, 11:00 pm,"Abid Majeed Road, Opp Sultan Complex, Rawalpindi, 46000 Rawalpindi",33.58617113,73.0332093,https://images.deliveryhero.io/image/fd-pk/LH/c4kk-hero.jpg,Rawalpindi
r74,74,r,Potato Ones,3.5/5 Stars,2:00 PM, 11:59 pm,"Shop no# 18 Ali shopping Mall Misriyal Road Rawalpindi, 46000 Rawalpindi",33.6018838,73.0024082,https://images.deliveryhero.io/image/fd-pk/LH/v6ql-hero.jpg,Rawalpindi
r75,75,r,Crunchies Fast Food Lalazar,4/5 Stars,12:30 PM, 11:00 pm,"Opposite Pizza Mania Tulsa Road Lalazar Rawalpindi, 46000 Rawalpindi",33.721326,73.057781,https://images.deliveryhero.io/image/fd-pk/LH/u5zr-hero.jpg,Rawalpindi
r76,76,r,Tayyab Pulao Kabab,4.1/5 Stars,1:00 PM, 11:59 pm,"Azeem Plaza, near shell petrol pump, Bostan khan road, Rawalpindi, 46000 Rawalpindi",33.5840244,73.0955691,https://images.deliveryhero.io/image/fd-pk/LH/w2cz-hero.jpg,Rawalpindi
r77,77,r,Second Girlfriend,4/5 Stars,5:45 PM, 11:00 pm,"shop no. 4, khada market, opposite grand pearl marquee adyala road rawalpindi, 46000 Rawalpindi",33.546635,73.0540397,https://images.deliveryhero.io/image/fd-pk/LH/qeoh-hero.jpg,Rawalpindi
r78,78,r,Punjab foods,4.2/5 Stars,11:00 AM, 11:59 pm,"Punjab foods murgh pulao tipu road nazad international bakers, 43600 Rawalpindi",33.6040961,73.0746832,https://images.deliveryhero.io/image/fd-pk/LH/no8w-hero.jpg,Rawalpindi
r79,79,r,Pak Virsa Restaurant,3.9/5 Stars,1:30 PM, 11:00 pm,"1st Floor, Panorama Center, Aziz Bhatti Shaheed Road, Lalkurti, 46000 Rawalpindi",33.5817989,73.05948445,https://images.deliveryhero.io/image/fd-pk/LH/ar97-hero.jpg,Rawalpindi
